date,open,high,low,close,volume_BTC,volume_EUR
2021-03-05 04:00:00,39656.81000000,39677.39000000,39094.63000000,39169.30000000,54.96810800,2169716.89352370
2021-03-05 03:00:00,39542.73000000,39701.11000000,39305.99000000,39655.06000000,59.76698900,2360248.82184029
2021-03-05 02:00:00,39209.67000000,39596.26000000,38930.56000000,39542.75000000,84.83987400,3331243.26544881
2021-03-05 01:00:00,39325.65000000,39448.28000000,38911.53000000,39210.01000000,172.39617900,6746274.26376333
2021-03-05 00:00:00,40523.22000000,40536.56000000,39095.70000000,39331.62000000,233.21804500,9221395.11234774
2021-03-04 23:00:00,40412.68000000,40797.78000000,40256.22000000,40507.39000000,74.48342900,3020711.35433530
2021-03-04 22:00:00,40169.01000000,40489.15000000,40100.00000000,40412.69000000,87.71326300,3539509.31616323
2021-03-04 21:00:00,40361.50000000,40550.00000000,40051.06000000,40169.00000000,113.13167100,4563285.89644480
2021-03-04 20:00:00,40157.23000000,40392.88000000,39789.00000000,40355.89000000,156.10962600,6261338.26519506
2021-03-04 19:00:00,39818.56000000,40482.43000000,39806.31000000,40159.23000000,200.05682300,8051164.24928460
2021-03-04 18:00:00,40492.87000000,40600.00000000,39800.00000000,39815.93000000,308.05087800,12385469.06211771
2021-03-04 17:00:00,41339.97000000,41500.00000000,40332.34000000,40502.66000000,232.77761700,9528197.02095809
2021-03-04 16:00:00,41106.16000000,41585.35000000,41011.00000000,41339.97000000,138.03509000,5700907.30559665
2021-03-04 15:00:00,41122.49000000,41425.00000000,40685.90000000,41099.96000000,292.82179000,12013533.52862907
2021-03-04 14:00:00,41330.01000000,42046.47000000,40967.58000000,41122.49000000,283.53071800,11746956.53862218
2021-03-04 13:00:00,41161.28000000,41400.66000000,40655.34000000,41319.63000000,239.15152200,9825817.13700882
2021-03-04 12:00:00,41118.34000000,41489.99000000,40976.41000000,41163.24000000,134.85015300,5554765.14854411
2021-03-04 11:00:00,40958.59000000,41229.72000000,40711.70000000,41118.34000000,127.36471100,5221504.37935585
2021-03-04 10:00:00,40898.40000000,41262.68000000,40622.96000000,40973.17000000,193.64471700,7925748.63719739
2021-03-04 09:00:00,41818.61000000,41824.33000000,40434.68000000,40905.86000000,361.76440200,14799060.53365405
2021-03-04 08:00:00,41366.81000000,42228.39000000,41365.83000000,41818.61000000,198.20872200,8308983.90419693
2021-03-04 07:00:00,41118.82000000,41492.24000000,41061.07000000,41387.80000000,102.11888600,4217798.88992394
2021-03-04 06:00:00,41385.66000000,41585.85000000,41020.81000000,41118.59000000,129.46878200,5345037.62524925
2021-03-04 05:00:00,40872.73000000,41400.76000000,40855.84000000,41399.39000000,114.15181100,4695788.11335945
2021-03-04 04:00:00,41296.95000000,41500.00000000,40852.17000000,40855.85000000,137.89663300,5682578.60378637
2021-03-04 03:00:00,42247.00000000,42431.95000000,41173.00000000,41296.94000000,126.15993300,5255700.42771146
2021-03-04 02:00:00,42797.12000000,43042.26000000,42248.88000000,42253.97000000,57.89687400,2474039.07721985
2021-03-04 01:00:00,42332.69000000,42955.30000000,42189.88000000,42798.56000000,84.85364200,3626694.35386106
2021-03-04 00:00:00,41925.80000000,42540.82000000,41553.65000000,42334.70000000,146.83810500,6157816.69852083
2021-03-03 23:00:00,42047.41000000,42489.73000000,41906.54000000,41909.73000000,82.72263200,3488069.87170214
2021-03-03 22:00:00,42318.79000000,42649.60000000,41997.78000000,42047.41000000,106.17133700,4490937.28755773
2021-03-03 21:00:00,42022.61000000,42455.00000000,41863.55000000,42322.32000000,111.51191400,4704082.95304182
2021-03-03 20:00:00,42226.10000000,42484.21000000,41930.00000000,42021.05000000,119.50773000,5046286.38708282
2021-03-03 19:00:00,42534.88000000,42540.00000000,41755.30000000,42226.17000000,197.03902700,8293297.36949765
2021-03-03 18:00:00,42596.48000000,42833.26000000,42410.80000000,42534.71000000,124.58751400,5314677.48157463
2021-03-03 17:00:00,42404.55000000,42731.72000000,42205.09000000,42625.25000000,141.17747300,6003505.22001810
2021-03-03 16:00:00,42100.99000000,42680.68000000,42085.91000000,42404.55000000,234.55885800,9952785.56341021
2021-03-03 15:00:00,42143.33000000,42467.10000000,41909.61000000,42087.00000000,178.87600000,7537627.90873130
2021-03-03 14:00:00,42763.81000000,42763.81000000,42053.14000000,42153.69000000,275.58347500,11655498.08394776
2021-03-03 13:00:00,43589.39000000,43648.69000000,42451.69000000,42768.31000000,297.22751500,12772427.15796013
2021-03-03 12:00:00,42885.18000000,43641.06000000,42637.00000000,43590.62000000,218.81006200,9438482.73660509
2021-03-03 11:00:00,42638.54000000,42927.71000000,42407.89000000,42898.00000000,254.86429700,10892253.99145606
2021-03-03 10:00:00,42580.09000000,42881.01000000,42410.21000000,42630.13000000,191.89940300,8187922.12438996
2021-03-03 09:00:00,42238.69000000,42632.97000000,42072.86000000,42577.22000000,250.99472000,10633801.01391342
2021-03-03 08:00:00,41232.45000000,42272.93000000,41231.14000000,42238.86000000,268.01802200,11213068.87547217
2021-03-03 07:00:00,41094.96000000,41379.05000000,41059.00000000,41237.33000000,122.27103000,5041582.15743992
2021-03-03 06:00:00,40704.81000000,41170.00000000,40704.81000000,41084.04000000,94.02844200,3852487.60980167
2021-03-03 05:00:00,40700.83000000,41000.00000000,40500.04000000,40703.66000000,48.80275400,1988651.40370514
2021-03-03 04:00:00,40415.43000000,40875.00000000,40364.61000000,40703.72000000,54.89607800,2233572.56654821
2021-03-03 03:00:00,40315.94000000,40511.38000000,40263.98000000,40415.41000000,26.82824100,1083199.93785822
2021-03-03 02:00:00,40502.94000000,40588.33000000,40267.87000000,40324.01000000,24.47255200,988729.87043841
2021-03-03 01:00:00,40272.65000000,40539.09000000,40224.74000000,40494.85000000,33.53087200,1354382.84615441
2021-03-03 00:00:00,40230.47000000,40462.10000000,39966.01000000,40274.00000000,57.46888300,2313296.43124710
2021-03-02 23:00:00,39650.72000000,40250.57000000,39600.00000000,40250.57000000,95.89167800,3835893.64104137
2021-03-02 22:00:00,39337.73000000,39780.81000000,39298.49000000,39650.71000000,74.35498300,2943479.23234152
2021-03-02 21:00:00,39402.96000000,39672.22000000,39205.00000000,39350.17000000,105.75870100,4171501.14766913
2021-03-02 20:00:00,39375.00000000,39526.64000000,39030.00000000,39384.24000000,163.63016600,6428818.80216287
2021-03-02 19:00:00,39578.98000000,39790.44000000,39127.00000000,39368.96000000,138.69354400,5475461.29645611
2021-03-02 18:00:00,39729.17000000,39855.00000000,39457.14000000,39582.77000000,114.79992700,4549410.88523452
2021-03-02 17:00:00,39453.80000000,39800.00000000,39182.60000000,39729.17000000,160.79780100,6358530.63333505
2021-03-02 16:00:00,40442.24000000,40472.73000000,39249.75000000,39465.56000000,348.65098000,13896052.68644477
2021-03-02 15:00:00,40714.41000000,40852.17000000,40318.50000000,40442.24000000,236.39631100,9578240.73298780
2021-03-02 14:00:00,40804.55000000,41333.24000000,40611.62000000,40714.42000000,231.62557100,9488798.40384222
2021-03-02 13:00:00,40670.14000000,40885.00000000,40605.97000000,40801.49000000,91.91748600,3745767.14666569
2021-03-02 12:00:00,40691.33000000,40920.00000000,40507.19000000,40674.22000000,131.82236100,5357418.18375834
2021-03-02 11:00:00,40611.73000000,40866.73000000,40493.46000000,40685.04000000,98.52740100,4009136.55901624
2021-03-02 10:00:00,41017.77000000,41111.33000000,40481.42000000,40619.47000000,167.32000900,6830251.68786310
2021-03-02 09:00:00,40810.65000000,41099.00000000,40810.65000000,41023.44000000,136.20764900,5578328.22590732
2021-03-02 08:00:00,40357.14000000,41065.30000000,40323.38000000,40813.50000000,169.75214200,6915183.70595239
2021-03-02 07:00:00,40568.42000000,40750.00000000,40345.03000000,40378.91000000,122.57032000,4969529.44127649
2021-03-02 06:00:00,40652.00000000,40766.97000000,40336.23000000,40579.48000000,123.43661700,5006640.32738424
2021-03-02 05:00:00,40981.94000000,41205.00000000,40652.00000000,40656.88000000,68.52950600,2802945.07984871
2021-03-02 04:00:00,40829.99000000,41036.30000000,40561.77000000,40979.81000000,73.16141800,2984474.42945910
2021-03-02 03:00:00,41048.53000000,41157.89000000,40705.92000000,40829.99000000,80.17461200,3278552.77447660
2021-03-02 02:00:00,41134.06000000,41444.04000000,40864.35000000,41048.54000000,116.87008300,4810071.11924372
2021-03-02 01:00:00,41086.22000000,41166.64000000,40568.91000000,41134.06000000,87.50140000,3573041.95264916
2021-03-02 00:00:00,41258.06000000,41731.00000000,41011.11000000,41077.96000000,130.41150500,5400777.10751231
2021-03-01 23:00:00,40850.00000000,41400.00000000,40816.57000000,41254.00000000,129.29325500,5322300.90098901
2021-03-01 22:00:00,40607.00000000,40996.83000000,40453.90000000,40849.99000000,89.85380200,3662903.25616140
2021-03-01 21:00:00,40425.05000000,40689.49000000,40259.02000000,40600.00000000,119.61982800,4842940.04383846
2021-03-01 20:00:00,40117.32000000,40676.63000000,39938.47000000,40425.03000000,208.66726200,8401261.37713319
2021-03-01 19:00:00,40322.68000000,40528.61000000,39990.85000000,40115.61000000,161.07141600,6479163.64175757
2021-03-01 18:00:00,40399.98000000,40574.82000000,40153.04000000,40322.67000000,154.78430200,6241083.76524528
2021-03-01 17:00:00,40793.80000000,40888.88000000,40359.88000000,40389.63000000,149.63306100,6079073.10527986
2021-03-01 16:00:00,40925.00000000,41136.42000000,40362.05000000,40798.70000000,268.03543300,10923432.46695656
2021-03-01 15:00:00,40046.03000000,41060.75000000,40027.63000000,40925.00000000,310.70791100,12639146.46410509
2021-03-01 14:00:00,39792.62000000,40380.00000000,39638.28000000,40046.03000000,199.44543200,7988821.79324304
2021-03-01 13:00:00,39882.71000000,40318.73000000,39766.83000000,39801.06000000,229.89802500,9210632.09766705
2021-03-01 12:00:00,39756.84000000,39982.55000000,39521.00000000,39877.90000000,198.56111300,7901330.03485611
2021-03-01 11:00:00,39659.45000000,39901.90000000,39528.88000000,39754.17000000,223.20691000,8867891.71087633
2021-03-01 10:00:00,39481.75000000,39735.00000000,39185.25000000,39662.53000000,210.31193100,8298989.30059597
2021-03-01 09:00:00,39177.98000000,39632.39000000,39106.89000000,39484.46000000,223.28661800,8798715.31790646
2021-03-01 08:00:00,38457.33000000,39385.21000000,38442.35000000,39177.97000000,261.82952800,10209448.37571166
2021-03-01 07:00:00,38099.76000000,38538.35000000,38087.68000000,38451.33000000,122.36794200,4686308.07716498
2021-03-01 06:00:00,38422.03000000,38476.37000000,37936.39000000,38096.78000000,93.84275400,3588067.19476701
2021-03-01 05:00:00,38644.98000000,38650.92000000,38273.55000000,38422.11000000,45.44816100,1745862.11539621
2021-03-01 04:00:00,38509.60000000,38790.45000000,38210.02000000,38621.83000000,49.20651400,1892424.83872998
2021-03-01 03:00:00,38594.28000000,38679.80000000,38433.60000000,38509.61000000,40.34488700,1555705.77408314
2021-03-01 02:00:00,38348.32000000,38913.62000000,38297.54000000,38598.77000000,83.64304900,3232207.09645829
2021-03-01 01:00:00,38328.69000000,38572.14000000,38069.09000000,38337.11000000,82.67165200,3167428.90215862
2021-03-01 00:00:00,37433.27000000,38600.00000000,37289.12000000,38326.84000000,154.42791400,5887690.81217365
2021-02-28 23:00:00,37508.92000000,38108.28000000,37198.38000000,37421.57000000,182.31468000,6878497.73013571
2021-02-28 22:00:00,37526.59000000,37696.50000000,36995.29000000,37508.92000000,137.41176800,5137185.65015739
2021-02-28 21:00:00,37282.24000000,37693.66000000,37255.43000000,37526.58000000,191.25678900,7175565.50743537
2021-02-28 20:00:00,36966.07000000,37319.98000000,36681.16000000,37282.28000000,171.01160700,6319363.83140052
2021-02-28 19:00:00,36286.57000000,37077.40000000,36132.49000000,36962.27000000,168.40696100,6157741.27190808
2021-02-28 18:00:00,35869.66000000,36361.38000000,35811.30000000,36290.75000000,155.24851900,5609453.41437724
2021-02-28 17:00:00,36218.73000000,36533.01000000,35846.00000000,35869.68000000,186.28369200,6737167.22381722
2021-02-28 16:00:00,36122.87000000,36534.25000000,35800.00000000,36218.74000000,242.49438100,8777195.95488204
2021-02-28 15:00:00,37132.45000000,37165.43000000,35971.51000000,36122.19000000,273.26005200,9940427.98016040
2021-02-28 14:00:00,36799.75000000,37168.29000000,36324.00000000,37135.51000000,275.32689900,10114571.29032730
2021-02-28 13:00:00,37271.92000000,37377.63000000,36769.22000000,36782.09000000,125.67042000,4660619.33960463
2021-02-28 12:00:00,37727.51000000,37880.39000000,37084.30000000,37271.92000000,121.41302900,4544436.96133674
2021-02-28 11:00:00,37634.63000000,37886.70000000,37482.94000000,37721.99000000,65.76805700,2481294.60862974
2021-02-28 10:00:00,37604.82000000,37918.64000000,37346.77000000,37638.14000000,95.15631000,3582952.18530599
2021-02-28 09:00:00,37387.99000000,37892.48000000,37249.85000000,37604.84000000,158.95123700,5980097.67374268
2021-02-28 08:00:00,36998.96000000,37768.51000000,36984.15000000,37388.89000000,189.91575100,7098813.22735197
2021-02-28 07:00:00,36959.59000000,37295.53000000,36717.93000000,37000.00000000,160.51629800,5941619.37272569
2021-02-28 06:00:00,37330.04000000,37521.56000000,36500.00000000,36946.23000000,328.30471600,12145943.30499869
2021-02-28 05:00:00,37000.77000000,37926.15000000,36860.00000000,37326.02000000,167.21100800,6258182.76362624
2021-02-28 04:00:00,37293.44000000,37601.63000000,36961.31000000,36989.04000000,173.46536300,6463507.97350726
2021-02-28 03:00:00,37818.24000000,38072.95000000,37159.41000000,37282.22000000,176.40984300,6625316.04862343
2021-02-28 02:00:00,38678.69000000,38722.28000000,37699.00000000,37816.71000000,103.33350400,3940350.01861045
2021-02-28 01:00:00,38595.52000000,38811.95000000,38384.16000000,38672.64000000,64.15824300,2476750.53422060
2021-02-28 00:00:00,38413.61000000,38814.60000000,38000.25000000,38595.21000000,135.29340300,5200997.08451442
2021-02-27 23:00:00,38212.79000000,38694.73000000,37522.00000000,38430.09000000,315.61720900,11994644.40948160
2021-02-27 22:00:00,39001.22000000,39001.56000000,38113.96000000,38173.86000000,125.59894700,4854609.61393129
2021-02-27 21:00:00,39195.97000000,39253.55000000,38778.49000000,39000.46000000,100.47853100,3924944.28072182
2021-02-27 20:00:00,39446.16000000,39541.44000000,39033.18000000,39201.16000000,103.72738200,4075685.45152006
2021-02-27 19:00:00,39195.33000000,39480.00000000,39111.00000000,39444.50000000,80.87805400,3179907.04419078
2021-02-27 18:00:00,39157.36000000,39368.57000000,39060.88000000,39197.63000000,67.09774700,2630579.07560249
2021-02-27 17:00:00,39064.37000000,39264.76000000,38907.61000000,39151.86000000,64.07724600,2503578.19587550
2021-02-27 16:00:00,38755.19000000,39093.99000000,38574.34000000,39072.01000000,90.37948700,3516743.44363792
2021-02-27 15:00:00,39234.12000000,39441.24000000,38627.34000000,38761.01000000,153.12967400,5967377.66287879
2021-02-27 14:00:00,39472.91000000,39618.11000000,39021.07000000,39233.62000000,100.93643800,3965560.91759219
2021-02-27 13:00:00,39447.61000000,39677.49000000,39199.00000000,39474.90000000,107.37419700,4239406.80823477
2021-02-27 12:00:00,39377.39000000,39749.00000000,38937.72000000,39446.71000000,146.34093400,5760227.02994790
2021-02-27 11:00:00,38930.65000000,39647.99000000,38874.83000000,39371.05000000,110.35232800,4336873.14035655
2021-02-27 10:00:00,38870.69000000,39195.61000000,38809.29000000,38938.06000000,114.04615300,4450244.03411952
2021-02-27 09:00:00,38804.68000000,38936.68000000,38500.00000000,38859.30000000,151.26634900,5855523.10878612
2021-02-27 08:00:00,39239.52000000,39333.00000000,38629.66000000,38807.72000000,162.19634500,6314969.51313805
2021-02-27 07:00:00,39500.79000000,39554.79000000,38966.38000000,39260.20000000,115.14272800,4517340.13493587
2021-02-27 06:00:00,39696.38000000,40149.70000000,39500.00000000,39503.54000000,103.35983200,4116386.06540052
2021-02-27 05:00:00,39564.39000000,39804.21000000,39408.62000000,39712.30000000,56.23888300,2225541.43783235
2021-02-27 04:00:00,39382.67000000,39766.66000000,39262.59000000,39563.91000000,49.02187700,1938516.33411015
2021-02-27 03:00:00,39318.68000000,39770.54000000,39224.42000000,39383.25000000,72.47456100,2864391.40615548
2021-02-27 02:00:00,39678.44000000,39881.89000000,39199.68000000,39320.65000000,86.72536400,3434090.82270554
2021-02-27 01:00:00,39500.00000000,39825.10000000,39334.19000000,39678.45000000,100.18325900,3961485.02535208
2021-02-27 00:00:00,38509.17000000,39526.68000000,38407.80000000,39503.36000000,143.12031000,5583904.63742710
2021-02-26 23:00:00,37848.57000000,38621.21000000,37777.96000000,38508.33000000,137.44819000,5271189.88639532
2021-02-26 22:00:00,37959.33000000,38218.79000000,37480.00000000,37848.57000000,255.72937300,9691491.94097397
2021-02-26 21:00:00,38389.71000000,38889.20000000,37822.92000000,37948.09000000,217.99682700,8365521.93611955
2021-02-26 20:00:00,38872.42000000,39030.73000000,38171.92000000,38389.71000000,173.99528200,6711806.53918755
2021-02-26 19:00:00,39208.80000000,39331.36000000,38573.72000000,38872.42000000,164.91981200,6420351.43867830
2021-02-26 18:00:00,39510.80000000,39687.03000000,39180.07000000,39205.94000000,119.27963400,4702909.21358025
2021-02-26 17:00:00,39850.38000000,40081.88000000,39434.57000000,39517.69000000,150.38525200,5979364.59454172
2021-02-26 16:00:00,39275.85000000,39877.13000000,39180.95000000,39844.68000000,224.97728500,8902982.00565733
2021-02-26 15:00:00,38694.27000000,39477.79000000,38306.18000000,39274.25000000,269.27448400,10449795.59065313
2021-02-26 14:00:00,37948.95000000,39130.32000000,37879.89000000,38682.67000000,230.84847000,8902711.76346902
2021-02-26 13:00:00,38662.47000000,38800.00000000,37873.36000000,37934.62000000,198.41804100,7600645.27141567
2021-02-26 12:00:00,38392.72000000,39049.43000000,38300.43000000,38661.77000000,184.28986600,7133149.34872689
2021-02-26 11:00:00,38554.20000000,38682.50000000,37780.00000000,38392.12000000,179.94255800,6876534.80635480
2021-02-26 10:00:00,38362.34000000,38746.92000000,38165.37000000,38553.44000000,244.79591800,9413011.98964041
2021-02-26 09:00:00,37740.00000000,38497.26000000,37423.10000000,38370.58000000,367.65661200,14005491.39422414
2021-02-26 08:00:00,37126.64000000,37972.22000000,37109.82000000,37739.12000000,391.66090100,14716375.61741619
2021-02-26 07:00:00,38136.97000000,38397.84000000,36477.82000000,37126.64000000,648.95182800,24122125.04358000
2021-02-26 06:00:00,37623.90000000,38425.26000000,37623.90000000,38122.81000000,243.17870900,9265424.74038066
2021-02-26 05:00:00,38814.56000000,38962.70000000,37624.35000000,37637.23000000,266.37955100,10169677.38088653
2021-02-26 04:00:00,39042.23000000,39425.95000000,38662.07000000,38813.56000000,109.25375700,4270896.64606808
2021-02-26 03:00:00,39023.39000000,39258.05000000,38537.03000000,39041.23000000,115.17327200,4479775.14762103
2021-02-26 02:00:00,38366.27000000,39386.26000000,38105.26000000,39025.35000000,180.29847900,6995537.35416109
2021-02-26 01:00:00,38668.15000000,39238.52000000,38196.01000000,38369.30000000,266.94351200,10344863.76468416
2021-02-26 00:00:00,38845.56000000,39315.55000000,38021.90000000,38661.10000000,358.51281700,13813638.30266603
2021-02-25 23:00:00,39701.42000000,39894.08000000,38519.90000000,38843.05000000,356.74600400,14005107.94080233
2021-02-25 22:00:00,39700.36000000,40314.27000000,39174.25000000,39714.60000000,340.29084100,13517827.12224491
2021-02-25 21:00:00,40520.62000000,40622.48000000,39700.00000000,39730.29000000,244.49711400,9816417.53219351
2021-02-25 20:00:00,40697.02000000,40841.10000000,40065.01000000,40524.87000000,248.40058100,10028643.92621126
2021-02-25 19:00:00,40759.64000000,41100.33000000,40534.61000000,40698.12000000,154.23466100,6295295.25596567
2021-02-25 18:00:00,40678.30000000,41193.03000000,40522.39000000,40768.63000000,200.42033600,8193233.76968762
2021-02-25 17:00:00,41471.91000000,41500.82000000,40500.05000000,40681.56000000,266.43207400,10911429.55442748
2021-02-25 16:00:00,41679.99000000,42021.46000000,41450.61000000,41464.15000000,164.47705900,6858731.20869285
2021-02-25 15:00:00,41618.79000000,42050.00000000,41354.50000000,41679.15000000,147.77708300,6163843.37590005
2021-02-25 14:00:00,42061.79000000,42236.05000000,41456.74000000,41610.08000000,209.19868000,8759747.68816867
2021-02-25 13:00:00,42105.01000000,42580.00000000,41833.33000000,42061.26000000,261.31626900,11027592.06943852
2021-02-25 12:00:00,41212.05000000,42105.03000000,41011.64000000,42105.03000000,250.00945100,10370909.07309766
2021-02-25 11:00:00,40638.87000000,41275.00000000,40638.87000000,41216.72000000,166.50085000,6808275.90147146
2021-02-25 10:00:00,40220.62000000,40782.63000000,40071.21000000,40638.81000000,205.05608600,8293977.72970639
2021-02-25 09:00:00,40837.60000000,40948.00000000,39952.97000000,40222.09000000,294.37873100,11884851.63157890
2021-02-25 08:00:00,41515.92000000,41582.36000000,40724.97000000,40837.10000000,180.93172600,7444186.29114043
2021-02-25 07:00:00,41592.34000000,41658.71000000,41322.00000000,41515.92000000,115.30044100,4791572.95380393
2021-02-25 06:00:00,41539.31000000,41686.12000000,41414.69000000,41591.85000000,66.84542000,2778088.29979747
2021-02-25 05:00:00,40938.32000000,41580.33000000,40872.57000000,41538.78000000,77.43404600,3188338.77877756
2021-02-25 04:00:00,41433.45000000,41528.37000000,40899.85000000,40937.11000000,61.33116200,2530061.84801435
2021-02-25 03:00:00,41795.19000000,41795.63000000,41316.19000000,41433.45000000,37.89070400,1573869.28927522
2021-02-25 02:00:00,41659.74000000,41925.02000000,41589.90000000,41807.07000000,58.17373800,2431711.88926332
2021-02-25 01:00:00,41617.92000000,41928.00000000,41532.03000000,41659.74000000,76.39176700,3188314.62424040
2021-02-25 00:00:00,40962.04000000,41888.00000000,40828.61000000,41613.91000000,132.65704400,5490115.17747078
2021-02-24 23:00:00,40273.26000000,41020.42000000,40204.38000000,40966.73000000,131.88146800,5373699.30824286
2021-02-24 22:00:00,40185.20000000,40351.79000000,39594.09000000,40265.89000000,146.73278300,5868223.47153036
2021-02-24 21:00:00,40515.93000000,40564.60000000,39695.90000000,40183.43000000,195.26147400,7809598.83817650
2021-02-24 20:00:00,40519.33000000,40765.16000000,40151.90000000,40517.96000000,190.46448700,7693339.51124540
2021-02-24 19:00:00,40990.76000000,41090.70000000,40395.10000000,40523.66000000,167.85005200,6832301.95988430
2021-02-24 18:00:00,41317.69000000,41333.30000000,40899.00000000,40975.62000000,105.97296200,4354409.29032001
2021-02-24 17:00:00,40720.44000000,41322.07000000,40719.43000000,41321.00000000,138.80029500,5702343.37048032
2021-02-24 16:00:00,41185.69000000,41416.03000000,40717.14000000,40720.54000000,149.97740200,6160897.05641432
2021-02-24 15:00:00,40841.25000000,41238.93000000,40081.61000000,41185.69000000,358.17568500,14572818.50010583
2021-02-24 14:00:00,40930.38000000,41167.29000000,40327.00000000,40841.21000000,279.97755900,11410167.70754177
2021-02-24 13:00:00,41882.30000000,42159.11000000,40525.76000000,40929.72000000,461.60068800,19010738.81150161
2021-02-24 12:00:00,41603.95000000,42325.40000000,41570.94000000,41883.91000000,269.70281400,11325830.91593503
2021-02-24 11:00:00,41499.88000000,42060.61000000,41478.40000000,41603.95000000,191.75356700,8001281.22556943
2021-02-24 10:00:00,42158.22000000,42282.66000000,41485.51000000,41499.89000000,267.25814000,11189944.65125971
2021-02-24 09:00:00,41966.29000000,42599.90000000,41686.64000000,42150.00000000,382.39472500,16118758.98530064
2021-02-24 08:00:00,41526.16000000,42197.59000000,41257.23000000,41966.29000000,388.91607600,16290676.04827801
2021-02-24 07:00:00,41484.87000000,41717.96000000,41000.00000000,41526.16000000,270.82056900,11208879.76442035
2021-02-24 06:00:00,41533.66000000,41923.67000000,40917.80000000,41470.99000000,249.87841000,10348233.81871765
2021-02-24 05:00:00,41810.89000000,42158.89000000,41307.08000000,41533.66000000,149.55393600,6234048.74586819
2021-02-24 04:00:00,41978.63000000,42386.06000000,41535.62000000,41792.17000000,108.90140100,4572185.59107039
2021-02-24 03:00:00,41403.76000000,42033.24000000,41310.37000000,41979.46000000,106.98502000,4453890.68507225
2021-02-24 02:00:00,41356.18000000,41649.22000000,41042.94000000,41402.82000000,171.86276900,7113195.35167763
2021-02-24 01:00:00,39992.85000000,41380.37000000,39945.63000000,41350.32000000,229.89353600,9337075.94477429
2021-02-24 00:00:00,40326.34000000,40486.95000000,38744.29000000,39944.75000000,287.80571700,11357041.04047690
2021-02-23 23:00:00,40061.93000000,40346.67000000,39732.09000000,40326.34000000,157.89224100,6324741.72212414
2021-02-23 22:00:00,39552.45000000,40171.78000000,39400.00000000,40061.39000000,225.75820800,8992048.88558127
2021-02-23 21:00:00,39459.37000000,39980.00000000,39138.50000000,39552.46000000,375.05803600,14875819.07066350
2021-02-23 20:00:00,37576.89000000,39459.38000000,37338.77000000,39439.34000000,514.16595300,19776384.83697600
2021-02-23 19:00:00,38716.85000000,39034.29000000,37563.73000000,37576.89000000,479.57823700,18329605.03066466
2021-02-23 18:00:00,38967.74000000,39407.00000000,38402.32000000,38683.51000000,377.67961700,14703192.72541842
2021-02-23 17:00:00,39117.46000000,39750.00000000,38722.98000000,38981.65000000,365.70405400,14325070.74007229
2021-02-23 16:00:00,40167.87000000,40679.96000000,39018.69000000,39136.48000000,559.47575700,22203668.57400425
2021-02-23 15:00:00,38890.86000000,40679.84000000,38632.36000000,40168.52000000,678.02523700,27035386.21914753
2021-02-23 14:00:00,40306.14000000,40634.27000000,37931.03000000,38864.20000000,641.80204200,25214985.01019648
2021-02-23 13:00:00,40307.92000000,41031.00000000,39762.00000000,40321.98000000,571.37019800,23074356.10627687
2021-02-23 12:00:00,38231.63000000,40886.44000000,37741.25000000,40315.08000000,1070.83058300,41927223.64411805
